pool_id,classification,case_id,nandina_ref,depth,effective_size,duplicates_discarded,exact_at_depth,hs6_at_depth,hs4_at_depth,chapter_at_depth
hierarchical_only,candidate_pool,DA-EVAL-V02-00223,87087010,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00224,87087010,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00225,87087010,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00226,87087010,50,50,0,0,0,0,1
hierarchical_only,candidate_pool,DA-EVAL-V02-00227,87087010,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00228,87032100,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00229,87032100,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00230,87032100,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00231,87032100,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00232,87088020,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00233,87088020,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00234,87088020,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00235,87088020,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00236,87089999,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00237,87088020,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00238,87088020,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00239,87082100,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00240,87089999,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00241,87089999,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00242,87089999,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00243,87089999,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00244,87089999,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00245,87089999,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00246,87032290,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00247,87032290,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00248,87032290,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00249,87032290,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00250,87032290,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00251,87032290,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00252,87032290,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00253,87032290,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00254,87082910,50,50,0,0,0,0,0
