occurrence_id,source_artifact,source_locator,source_type,phase,target_artifact,legacy_expected_sha256,canonical_git_lf_sha256,crlf_reconstructed_sha256,legacy_matches_crlf,legacy_matches_lf,classification,contract_lifecycle,migration_action,notes
OCC-031,outputs/evaluation/exp04_consolidated_closure_v0.2/gate_exp04_consolidated_closure_manifest_v0.2.json,/inputs/5/sha256,JSON,EXP-04 / GROUP 1,outputs/audits/data_aduanas_splits_clase87_v0.2/concentration_summary_v0.2.json,0e8fce3a290f78f745bf1859b6bb10448e54b9d93bb4fcef93a047fde04be246,b9a2200a9e5c95218a138d8ca391134585baaf394dfa86a32ec2d459f8d36e2b,0e8fce3a290f78f745bf1859b6bb10448e54b9d93bb4fcef93a047fde04be246,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,ACTIVE_CANONICAL_CONTRACT,CANONICALIZE_ACTIVE_SOURCE_AT_LOCATOR,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-032,outputs/evaluation/exp04_consolidated_closure_v0.2/gate_exp04_consolidated_closure_manifest_v0.2.json,/inputs/18/sha256,JSON,EXP-04 / GROUP 1,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_corrective_microclose_manifest_v0.2.json,8944de61d50dfeb3cb547bd4ee1c48bf15b471d9605e1c071803f5260b7bbd2c,b4063a122460dfce555ad51dfe70e2c90a4f9791c4959d1bdcfb2d58ab75a59b,8944de61d50dfeb3cb547bd4ee1c48bf15b471d9605e1c071803f5260b7bbd2c,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,ACTIVE_CANONICAL_CONTRACT,CANONICALIZE_ACTIVE_SOURCE_AT_LOCATOR,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-033,outputs/evaluation/exp04_consolidated_closure_v0.2/gate_exp04_consolidated_closure_manifest_v0.2.json,/inputs/19/sha256,JSON,EXP-04 / GROUP 1,outputs/audits/exp05_unified_eval_hash_v0.2/gate_exp05_unified_eval_hash_manifest_v0.2.json,929ba1f34699cf511a28913543098f09db84d8b8a3a284b91993be78db0c72b4,db5dba9c56ad3cd1dd9ccccb9bacea0d8ed2e4b358f8f90f39d99e34993c4b1c,929ba1f34699cf511a28913543098f09db84d8b8a3a284b91993be78db0c72b4,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,ACTIVE_CANONICAL_CONTRACT,CANONICALIZE_ACTIVE_SOURCE_AT_LOCATOR,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-034,outputs/evaluation/exp04_consolidated_closure_v0.2/gate_exp04_consolidated_closure_manifest_v0.2.json,/inputs/20/sha256,JSON,EXP-04 / GROUP 1,outputs/audits/exp07_dev_eval_freeze_v0.2/gate_exp07_dev_eval_freeze_manifest_v0.2.json,5bc0b186628e71ec3651de3f7956a489e2db0ccbd535e434696fb0f49aafc1dd,998a6ace66354323d7a32ef9c5563b7fb6ea4a20f4bb6c91f154f7a0eb246e74,5bc0b186628e71ec3651de3f7956a489e2db0ccbd535e434696fb0f49aafc1dd,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,ACTIVE_CANONICAL_CONTRACT,CANONICALIZE_ACTIVE_SOURCE_AT_LOCATOR,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-035,outputs/evaluation/exp04_consolidated_closure_v0.2/gate_exp04_consolidated_closure_manifest_v0.2.json,/inputs/21/sha256,JSON,EXP-04 / GROUP 1,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_corrective_microclose_manifest_v0.2.json,8ffeb632e5ef58ebf7523b38fc0815aa124509f5982641a76cc9cf8b570ee2c7,99a4ea28ba820e648fed7d64768bf3a50ef7bccd8405ca045de864218001c986,8ffeb632e5ef58ebf7523b38fc0815aa124509f5982641a76cc9cf8b570ee2c7,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,ACTIVE_CANONICAL_CONTRACT,CANONICALIZE_ACTIVE_SOURCE_AT_LOCATOR,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-036,outputs/evaluation/exp04_consolidated_closure_v0.2/gate_exp04_consolidated_closure_manifest_v0.2.json,/generated_file_hashes/exp04_final_results_registry_v0.2.csv,JSON,EXP-04 / GROUP 1,outputs/evaluation/exp04_consolidated_closure_v0.2/exp04_final_results_registry_v0.2.csv,35984c5f86eb0f769cff1c464888d2cf99207da7f3c34c40cdfd606abc633fcc,f3ade9f541f45bdb74cbb010a5d630e4b3b705896d5e9563a4dfd47c1880118a,35984c5f86eb0f769cff1c464888d2cf99207da7f3c34c40cdfd606abc633fcc,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,ACTIVE_CANONICAL_CONTRACT,CANONICALIZE_ACTIVE_SOURCE_AT_LOCATOR,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-037,outputs/evaluation/exp04_consolidated_closure_v0.2/gate_exp04_consolidated_closure_manifest_v0.2.json,/generated_file_hashes/exp04_group1_card_closure_matrix_v0.2.csv,JSON,EXP-04 / GROUP 1,outputs/evaluation/exp04_consolidated_closure_v0.2/exp04_group1_card_closure_matrix_v0.2.csv,16463eebbc7cc3ab9fa55d3a03868a0d9ec07eeb8609c6a392f985a5aa80ddec,37ef7ff78af5073f82fb6872b25f27df6007c015e2823b7d3405376a79f3b215,16463eebbc7cc3ab9fa55d3a03868a0d9ec07eeb8609c6a392f985a5aa80ddec,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,ACTIVE_CANONICAL_CONTRACT,CANONICALIZE_ACTIVE_SOURCE_AT_LOCATOR,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-038,outputs/evaluation/exp04_consolidated_closure_v0.2/gate_exp04_consolidated_closure_manifest_v0.2.json,/generated_file_hashes/exp04_hypothesis_status_registry_v0.2.csv,JSON,EXP-04 / GROUP 1,outputs/evaluation/exp04_consolidated_closure_v0.2/exp04_hypothesis_status_registry_v0.2.csv,465a8cbb46dfcbed5005e3d7443469f234cd30dd55a6157d6c7bc75578811faf,c561ff1b24b19557d7bc32fd1ac5cf1e384f7967e4d45333c98a7dab9381cbdc,465a8cbb46dfcbed5005e3d7443469f234cd30dd55a6157d6c7bc75578811faf,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,ACTIVE_CANONICAL_CONTRACT,CANONICALIZE_ACTIVE_SOURCE_AT_LOCATOR,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-039,outputs/evaluation/exp04_consolidated_closure_v0.2/gate_exp04_consolidated_closure_manifest_v0.2.json,/generated_file_hashes/exp04_consolidated_limitations_v0.2.csv,JSON,EXP-04 / GROUP 1,outputs/evaluation/exp04_consolidated_closure_v0.2/exp04_consolidated_limitations_v0.2.csv,c92799646e1e13c7e5bf21d72932985ee0b8b6e7d82e9d674b4f1f60cc625c8a,b76a639487206efc95317708454290205403c95b3692e4ada5f59ec8c4332de5,c92799646e1e13c7e5bf21d72932985ee0b8b6e7d82e9d674b4f1f60cc625c8a,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,ACTIVE_CANONICAL_CONTRACT,CANONICALIZE_ACTIVE_SOURCE_AT_LOCATOR,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-040,outputs/evaluation/exp04_consolidated_closure_v0.2/gate_exp04_consolidated_closure_manifest_v0.2.json,/generated_file_hashes/exp04_final_provenance_registry_v0.2.csv,JSON,EXP-04 / GROUP 1,outputs/evaluation/exp04_consolidated_closure_v0.2/exp04_final_provenance_registry_v0.2.csv,e9a5a7de7cac9f7cd5fe15e9dd386b5a0eaf9861c0e415b3b26cdd065cdb629a,d60ade799c38b2ee666dc285a7064b0b9aeafaf5970c7e0b253ae53a5ec0562b,e9a5a7de7cac9f7cd5fe15e9dd386b5a0eaf9861c0e415b3b26cdd065cdb629a,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,ACTIVE_CANONICAL_CONTRACT,CANONICALIZE_ACTIVE_SOURCE_AT_LOCATOR,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-041,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_corrective_microclose_manifest_v0.2.json,/new_output_sha256/exp08_code_coverage_v01_vs_v02.csv,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_code_coverage_v01_vs_v02.csv,107a173d5dc914b272cbd7045c7cbea1b1e5824c0954fdbe5b998ccc3d10b948,87bdccd3cc22913426196c22f28bc88273fd8661bb68c71163c237390b1a9325,107a173d5dc914b272cbd7045c7cbea1b1e5824c0954fdbe5b998ccc3d10b948,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-042,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_corrective_microclose_manifest_v0.2.json,/new_output_sha256/exp08_code_sensitivity_v01_vs_v02.csv,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_code_sensitivity_v01_vs_v02.csv,cd865c00e5c3afc368562c9dded59e312b5de28392f24a43ddb29525999f9dd6,182694084b70ad6557193460f33c22797672a260029a4de0d50b50084599c569,cd865c00e5c3afc368562c9dded59e312b5de28392f24a43ddb29525999f9dd6,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-043,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_corrective_microclose_manifest_v0.2.json,/new_output_sha256/exp08_common_eval_case_availability_v01_vs_v02.json,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_common_eval_case_availability_v01_vs_v02.json,fb7da6a8e93a5fd212b4542494b9525ffe3abcabd162f8fe36b6e7344c26793f,128385ee53b63e6cf91fcb084379785024f45f1cf944087fec65a6d3434a52d7,fb7da6a8e93a5fd212b4542494b9525ffe3abcabd162f8fe36b6e7344c26793f,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-044,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_corrective_microclose_manifest_v0.2.json,/new_output_sha256/exp08_comparability_audit_v01_vs_v02.json,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_comparability_audit_v01_vs_v02.json,dd6230cdbc9424b16e2dee4267816030d5426c787331827d4c669a56aad4ebc8,88eb4ccbf8c8622817092986e88f30927da2d91e275e6bf954bdb7b57b11585a,dd6230cdbc9424b16e2dee4267816030d5426c787331827d4c669a56aad4ebc8,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-045,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_corrective_microclose_manifest_v0.2.json,/new_output_sha256/exp08_duplicate_sensitivity_comparison_v01_vs_v02.csv,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_duplicate_sensitivity_comparison_v01_vs_v02.csv,3fb1dc8de257462b796efafee76e043048eaf58705963bf05a4284f17bfe4f24,434ff5eabdeb251c2481da3ced53b9174f4808a84ae34a25cb2c78e2f2c0b792,3fb1dc8de257462b796efafee76e043048eaf58705963bf05a4284f17bfe4f24,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-046,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_corrective_microclose_manifest_v0.2.json,/new_output_sha256/exp08_final_he5_assessment_v0.2.json,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_final_he5_assessment_v0.2.json,30f70745a075570d3bbfbc7114aab59b0bd6929bd1a371c7afc3a0518282afff,aa21af1c8301032a7b399d91a001b94a992eb1d8f54b8f8e3fcefca8ecb6e18b,30f70745a075570d3bbfbc7114aab59b0bd6929bd1a371c7afc3a0518282afff,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-047,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_corrective_microclose_manifest_v0.2.json,/new_output_sha256/exp08_global_sensitivity_v01_vs_v02.csv,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_global_sensitivity_v01_vs_v02.csv,0f7dba6b7dcc1043c08ebe0474a75cc527fedda1714647b0ba20b6febef4c739,0cae88a84c7915cbfbaddac6aa6b3f990c0ca71ed4823f51f48489a6ea7614a7,0f7dba6b7dcc1043c08ebe0474a75cc527fedda1714647b0ba20b6febef4c739,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-048,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_corrective_microclose_manifest_v0.2.json,/new_output_sha256/exp08_he2_sensitivity_assessment_v0.2.json,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_he2_sensitivity_assessment_v0.2.json,c751f7c1fe0c0b2caa26fdf6379c5a01de4f5e917557a715d0372aafd56c70ec,14338d538a55ac121a8639864bf639761a4a79a5e7c545cf43a7e054dbd06674,c751f7c1fe0c0b2caa26fdf6379c5a01de4f5e917557a715d0372aafd56c70ec,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-049,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_corrective_microclose_manifest_v0.2.json,/new_output_sha256/exp08_he5_component_assessment_v0.2.csv,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_he5_component_assessment_v0.2.csv,ef60c824d2cc5520d8c94bf78352aafa0b5f2837e130be31be5155cef48c6831,f16a980d058fa9ba0a9eeec06186957c1b11fa4026d1b48c797444d1caac58a8,ef60c824d2cc5520d8c94bf78352aafa0b5f2837e130be31be5155cef48c6831,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-050,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_corrective_microclose_manifest_v0.2.json,/new_output_sha256/exp08_integrated_findings_v0.2.md,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_integrated_findings_v0.2.md,dbd78cd6095280f7110f36599a912f45b950f3a4223c9f77b2ecf26d252e7a33,2a97fd8fa0517f53cd96e17566f3c41a80a5d1b2645340156384c618eb09cc3f,dbd78cd6095280f7110f36599a912f45b950f3a4223c9f77b2ecf26d252e7a33,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-051,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_corrective_microclose_manifest_v0.2.json,/new_output_sha256/exp08_split_independence_comparison_v01_vs_v02.csv,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_split_independence_comparison_v01_vs_v02.csv,58bbe5beb141a296a37cd17d6f70496f6d5f87ccc2a14039a3e9ac1975142934,bdeddc55e39326450acd49b964dec0b97d07ac88aaa1692be07a72036f71dcd2,58bbe5beb141a296a37cd17d6f70496f6d5f87ccc2a14039a3e9ac1975142934,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-052,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_corrective_microclose_manifest_v0.2.json,/new_output_sha256/exp08_stratified_performance_v01_vs_v02.csv,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_stratified_performance_v01_vs_v02.csv,48f0f7cc1e2b105d12f6a2c6de670b7ba18f61af04e319fceaa67e22b70c42d7,f2f02c591fcadb39988e0321d4198f827e001b4312e2b30c6ea54dc4429e68f1,48f0f7cc1e2b105d12f6a2c6de670b7ba18f61af04e319fceaa67e22b70c42d7,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-053,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_corrective_microclose_manifest_v0.2.json,/new_output_sha256/summary_exp08.md,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/summary_exp08.md,a50c0ed66a0dc35b8b47935b843c7c8dae1ee918d3ac0dca8b14e4023d05a052,7d4d8abcac0e558aeb7c98361ce8922a655856d29247af5c3a62839738d61c39,a50c0ed66a0dc35b8b47935b843c7c8dae1ee918d3ac0dca8b14e4023d05a052,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-054,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_split_sensitivity_manifest_v0.2.json,/output_sha256/exp08_code_coverage_v01_vs_v02.csv,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_code_coverage_v01_vs_v02.csv,107a173d5dc914b272cbd7045c7cbea1b1e5824c0954fdbe5b998ccc3d10b948,87bdccd3cc22913426196c22f28bc88273fd8661bb68c71163c237390b1a9325,107a173d5dc914b272cbd7045c7cbea1b1e5824c0954fdbe5b998ccc3d10b948,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-055,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_split_sensitivity_manifest_v0.2.json,/output_sha256/exp08_code_sensitivity_v01_vs_v02.csv,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_code_sensitivity_v01_vs_v02.csv,cd865c00e5c3afc368562c9dded59e312b5de28392f24a43ddb29525999f9dd6,182694084b70ad6557193460f33c22797672a260029a4de0d50b50084599c569,cd865c00e5c3afc368562c9dded59e312b5de28392f24a43ddb29525999f9dd6,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-056,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_split_sensitivity_manifest_v0.2.json,/output_sha256/exp08_common_eval_case_availability_v01_vs_v02.json,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_common_eval_case_availability_v01_vs_v02.json,fb7da6a8e93a5fd212b4542494b9525ffe3abcabd162f8fe36b6e7344c26793f,128385ee53b63e6cf91fcb084379785024f45f1cf944087fec65a6d3434a52d7,fb7da6a8e93a5fd212b4542494b9525ffe3abcabd162f8fe36b6e7344c26793f,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-057,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_split_sensitivity_manifest_v0.2.json,/output_sha256/exp08_comparability_audit_v01_vs_v02.json,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_comparability_audit_v01_vs_v02.json,dd6230cdbc9424b16e2dee4267816030d5426c787331827d4c669a56aad4ebc8,88eb4ccbf8c8622817092986e88f30927da2d91e275e6bf954bdb7b57b11585a,dd6230cdbc9424b16e2dee4267816030d5426c787331827d4c669a56aad4ebc8,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-058,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_split_sensitivity_manifest_v0.2.json,/output_sha256/exp08_duplicate_sensitivity_comparison_v01_vs_v02.csv,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_duplicate_sensitivity_comparison_v01_vs_v02.csv,3fb1dc8de257462b796efafee76e043048eaf58705963bf05a4284f17bfe4f24,434ff5eabdeb251c2481da3ced53b9174f4808a84ae34a25cb2c78e2f2c0b792,3fb1dc8de257462b796efafee76e043048eaf58705963bf05a4284f17bfe4f24,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-059,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_split_sensitivity_manifest_v0.2.json,/output_sha256/exp08_final_he5_assessment_v0.2.json,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_final_he5_assessment_v0.2.json,30f70745a075570d3bbfbc7114aab59b0bd6929bd1a371c7afc3a0518282afff,aa21af1c8301032a7b399d91a001b94a992eb1d8f54b8f8e3fcefca8ecb6e18b,30f70745a075570d3bbfbc7114aab59b0bd6929bd1a371c7afc3a0518282afff,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-060,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_split_sensitivity_manifest_v0.2.json,/output_sha256/exp08_global_sensitivity_v01_vs_v02.csv,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_global_sensitivity_v01_vs_v02.csv,0f7dba6b7dcc1043c08ebe0474a75cc527fedda1714647b0ba20b6febef4c739,0cae88a84c7915cbfbaddac6aa6b3f990c0ca71ed4823f51f48489a6ea7614a7,0f7dba6b7dcc1043c08ebe0474a75cc527fedda1714647b0ba20b6febef4c739,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-061,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_split_sensitivity_manifest_v0.2.json,/output_sha256/exp08_he2_sensitivity_assessment_v0.2.json,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_he2_sensitivity_assessment_v0.2.json,c751f7c1fe0c0b2caa26fdf6379c5a01de4f5e917557a715d0372aafd56c70ec,14338d538a55ac121a8639864bf639761a4a79a5e7c545cf43a7e054dbd06674,c751f7c1fe0c0b2caa26fdf6379c5a01de4f5e917557a715d0372aafd56c70ec,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-062,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_split_sensitivity_manifest_v0.2.json,/output_sha256/exp08_he5_component_assessment_v0.2.csv,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_he5_component_assessment_v0.2.csv,ef60c824d2cc5520d8c94bf78352aafa0b5f2837e130be31be5155cef48c6831,f16a980d058fa9ba0a9eeec06186957c1b11fa4026d1b48c797444d1caac58a8,ef60c824d2cc5520d8c94bf78352aafa0b5f2837e130be31be5155cef48c6831,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-063,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_split_sensitivity_manifest_v0.2.json,/output_sha256/exp08_integrated_findings_v0.2.md,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_integrated_findings_v0.2.md,dbd78cd6095280f7110f36599a912f45b950f3a4223c9f77b2ecf26d252e7a33,2a97fd8fa0517f53cd96e17566f3c41a80a5d1b2645340156384c618eb09cc3f,dbd78cd6095280f7110f36599a912f45b950f3a4223c9f77b2ecf26d252e7a33,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-064,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_split_sensitivity_manifest_v0.2.json,/output_sha256/exp08_split_independence_comparison_v01_vs_v02.csv,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_split_independence_comparison_v01_vs_v02.csv,58bbe5beb141a296a37cd17d6f70496f6d5f87ccc2a14039a3e9ac1975142934,bdeddc55e39326450acd49b964dec0b97d07ac88aaa1692be07a72036f71dcd2,58bbe5beb141a296a37cd17d6f70496f6d5f87ccc2a14039a3e9ac1975142934,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
