case_id,id_unico,DAM,SERIE,reference_nandina,support_count_series,support_count_dams,support_bucket_dams,historical_reference_rank,historical_top1_correct,historical_top3_correct,historical_top5_correct,historical_top10_correct,historical_top50_recovered,historical_mrr_contribution,historical_top1_code,historical_candidate_count_effective,historical_error_hierarchy,exact_normalized_description_in_history,exact_duplicate_same_label,exact_duplicate_different_label,near_duplicate_similarity,near_ge_095,flat_exact_rank,flat_top1,flat_top3,flat_top5,flat_top10,flat_top50,flat_recall100,flat_recall200,hierarchical_exact_rank,hierarchical_top1,hierarchical_top3,hierarchical_top5,hierarchical_top10,hierarchical_top50,hierarchical_recall100,hierarchical_recall200,dense_exact_rank,dense_top1,dense_top3,dense_top5,dense_top10,dense_top50,dense_recall100,dense_recall200,hierarchical_pool_contains_reference_100,hierarchical_pool_contains_reference_200,dual_pool_contains_reference_100,dual_pool_contains_reference_200,pool_70_30_contains_reference_100,pool_70_30_contains_reference_200,integration_top3_available,exact_normative_evidence_all_top3,historical_precedent_all_top3,traceability_complete,reranker_evaluated,reranker_reference_in_pool,reranker_before_rank,reranker_after_rank,reranker_outcome,he4_evaluated,he4_selection_bucket,he4_automatic_available,he4_qualitative_available,he4_candidate_set_exact,he4_top3_order_preserved,he4_historical_reference_valid,he4_normative_reference_valid,he4_generic_normative_warning_pass,he4_traceability_complete,he4_total_score,he4_auditable,he4_trazabilidad,he4_verificabilidad,he4_separacion_historico_normativo,he4_prudencia,he4_consistencia_top3,he4_deteccion_normativa_generica,he4_comparacion,he4_utilidad_auditoria,he4_hard_violation,error_types,error_count
DA-EVAL-V02-00168,118-2026-10-017759-00-1,MARITIMA DEL CALLAO 118,1,87032310,1,1,1 DAM,5,0,0,1,1,1,0.2,87032290,60,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,,,,NOT_EVALUATED,1,rank_4_10,1,1,1,1,1,1,1,1,12,SI,2,0,2,2,2,2,1,1,NO,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_NOT_RECOVERED|DENSE_MISS|POOL_REFERENCE_MISS|HIERARCHICAL_SAME_HS4_ERROR|HE4_LOW_VERIFIABILITY,8
DA-EVAL-V02-00169,118-2026-10-019265-00-1,MARITIMA DEL CALLAO 118,1,87032290,4,3,3-4 DAM,1,1,1,1,1,1,1.0,87032290,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_NOT_RECOVERED|DENSE_MISS|POOL_REFERENCE_MISS,4
DA-EVAL-V02-00170,118-2026-10-019844-00-1,MARITIMA DEL CALLAO 118,1,87032290,4,3,3-4 DAM,1,1,1,1,1,1,1.0,87032290,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_NOT_RECOVERED|DENSE_MISS|POOL_REFERENCE_MISS,4
DA-EVAL-V02-00171,118-2026-10-019925-00-1,MARITIMA DEL CALLAO 118,1,87032290,4,3,3-4 DAM,1,1,1,1,1,1,1.0,87032290,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_NOT_RECOVERED|DENSE_MISS|POOL_REFERENCE_MISS,4
DA-EVAL-V02-00172,118-2026-10-019989-00-1,MARITIMA DEL CALLAO 118,1,87032290,4,3,3-4 DAM,1,1,1,1,1,1,1.0,87032290,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_NOT_RECOVERED|DENSE_MISS|POOL_REFERENCE_MISS,4
DA-EVAL-V02-00173,118-2026-10-020425-00-1,MARITIMA DEL CALLAO 118,1,87032290,4,3,3-4 DAM,1,1,1,1,1,1,1.0,87032290,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_NOT_RECOVERED|DENSE_MISS|POOL_REFERENCE_MISS,4
DA-EVAL-V02-00174,118-2026-10-021719-00-1,MARITIMA DEL CALLAO 118,1,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87031000,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,154,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00175,118-2026-10-021719-00-10,MARITIMA DEL CALLAO 118,10,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00176,118-2026-10-021719-00-11,MARITIMA DEL CALLAO 118,11,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00177,118-2026-10-021719-00-12,MARITIMA DEL CALLAO 118,12,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00178,118-2026-10-021719-00-13,MARITIMA DEL CALLAO 118,13,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00179,118-2026-10-021719-00-14,MARITIMA DEL CALLAO 118,14,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00180,118-2026-10-021719-00-15,MARITIMA DEL CALLAO 118,15,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00181,118-2026-10-021719-00-16,MARITIMA DEL CALLAO 118,16,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00182,118-2026-10-021719-00-17,MARITIMA DEL CALLAO 118,17,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00183,118-2026-10-021719-00-18,MARITIMA DEL CALLAO 118,18,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00184,118-2026-10-021719-00-19,MARITIMA DEL CALLAO 118,19,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00185,118-2026-10-021719-00-2,MARITIMA DEL CALLAO 118,2,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87031000,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,154,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00186,118-2026-10-021719-00-20,MARITIMA DEL CALLAO 118,20,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00187,118-2026-10-021719-00-21,MARITIMA DEL CALLAO 118,21,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00188,118-2026-10-021719-00-22,MARITIMA DEL CALLAO 118,22,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00189,118-2026-10-021719-00-23,MARITIMA DEL CALLAO 118,23,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00190,118-2026-10-021719-00-24,MARITIMA DEL CALLAO 118,24,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00191,118-2026-10-021719-00-25,MARITIMA DEL CALLAO 118,25,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00192,118-2026-10-021719-00-26,MARITIMA DEL CALLAO 118,26,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00193,118-2026-10-021719-00-27,MARITIMA DEL CALLAO 118,27,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00194,118-2026-10-021719-00-28,MARITIMA DEL CALLAO 118,28,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87032290,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00195,118-2026-10-021719-00-29,MARITIMA DEL CALLAO 118,29,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87031000,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,154,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,1,1,6,6,TIE,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00196,118-2026-10-021719-00-3,MARITIMA DEL CALLAO 118,3,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87031000,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,154,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00197,118-2026-10-021719-00-30,MARITIMA DEL CALLAO 118,30,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87031000,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,154,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00198,118-2026-10-021719-00-31,MARITIMA DEL CALLAO 118,31,87032100,76,3,3-4 DAM,1,1,1,1,1,1,1.0,87032100,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,148,0,0,0,0,0,0,1,16,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY,2
DA-EVAL-V02-00199,118-2026-10-021719-00-32,MARITIMA DEL CALLAO 118,32,87032100,76,3,3-4 DAM,1,1,1,1,1,1,1.0,87032100,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,148,0,0,0,0,0,0,1,16,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY,2
DA-EVAL-V02-00200,118-2026-10-021719-00-33,MARITIMA DEL CALLAO 118,33,87032100,76,3,3-4 DAM,1,1,1,1,1,1,1.0,87032100,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,148,0,0,0,0,0,0,1,16,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY,2
DA-EVAL-V02-00201,118-2026-10-021719-00-34,MARITIMA DEL CALLAO 118,34,87032100,76,3,3-4 DAM,1,1,1,1,1,1,1.0,87032100,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,148,0,0,0,0,0,0,1,16,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY,2
DA-EVAL-V02-00202,118-2026-10-021719-00-35,MARITIMA DEL CALLAO 118,35,87032100,76,3,3-4 DAM,1,1,1,1,1,1,1.0,87032100,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,148,0,0,0,0,0,0,1,16,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY,2
DA-EVAL-V02-00203,118-2026-10-021719-00-36,MARITIMA DEL CALLAO 118,36,87032100,76,3,3-4 DAM,1,1,1,1,1,1,1.0,87032100,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,148,0,0,0,0,0,0,1,16,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,1,1,1,1,TIE,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY,2
DA-EVAL-V02-00204,118-2026-10-021719-00-37,MARITIMA DEL CALLAO 118,37,87032100,76,3,3-4 DAM,1,1,1,1,1,1,1.0,87032100,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,148,0,0,0,0,0,0,1,16,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY,2
DA-EVAL-V02-00205,118-2026-10-021719-00-38,MARITIMA DEL CALLAO 118,38,87032100,76,3,3-4 DAM,1,1,1,1,1,1,1.0,87032100,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,148,0,0,0,0,0,0,1,16,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY,2
DA-EVAL-V02-00206,118-2026-10-021719-00-39,MARITIMA DEL CALLAO 118,39,87032100,76,3,3-4 DAM,1,1,1,1,1,1,1.0,87032100,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,148,0,0,0,0,0,0,1,16,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY,2
DA-EVAL-V02-00207,118-2026-10-021719-00-4,MARITIMA DEL CALLAO 118,4,87032100,76,3,3-4 DAM,6,0,0,0,1,1,0.16666666666666666,87031000,64,SAME_HS4,False,False,False,0.0,False,0,0,0,0,0,0,0,,154,0,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,HISTORICAL_TOP1_ERROR|HISTORICAL_TOP3_MISS|NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY|HIERARCHICAL_SAME_HS4_ERROR,5
DA-EVAL-V02-00208,118-2026-10-021719-00-40,MARITIMA DEL CALLAO 118,40,87032100,76,3,3-4 DAM,1,1,1,1,1,1,1.0,87032100,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,148,0,0,0,0,0,0,1,16,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY,2
DA-EVAL-V02-00209,118-2026-10-021719-00-41,MARITIMA DEL CALLAO 118,41,87032100,76,3,3-4 DAM,1,1,1,1,1,1,1.0,87032100,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,149,0,0,0,0,0,0,1,16,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY,2
DA-EVAL-V02-00210,118-2026-10-021719-00-42,MARITIMA DEL CALLAO 118,42,87032100,76,3,3-4 DAM,1,1,1,1,1,1,1.0,87032100,64,EXACT_NANDINA8,False,False,False,0.0,False,0,0,0,0,0,0,0,,149,0,0,0,0,0,0,1,16,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,3,3,0,,,,NOT_EVALUATED,0,,0,0,,,,,,,,,,,,,,,,,,NORMATIVE_EARLY_RANK_MISS|NORMATIVE_DEEP_ONLY_RECOVERY,2
